date,log_dp,log_dy,log_ep,log_de,bm,ntis,tbl,lty,ltr,tml,dfy,dfr,infl_lag,target
1963-06-01,-3.4509971370329398,-3.4509971370329398,-2.8939821307975744,-0.5570150062353652,0.5672815753734721,0.018263045589404572,0.029900000000000003,0.0407,0.0019,0.010799999999999997,0.006099999999999994,0.0024000000000000002,-3.4509971370329398,-0.021096666666666666
1963-07-01,-3.446018937622137,-3.446018937622137,-2.8801536363219915,-0.5658653013001453,0.5766216585421969,0.009318574177950307,0.0318,0.0407,0.0031,0.008899999999999998,0.0058,-0.0002999999999999999,-3.446018937622137,-0.004471
1963-08-01,-3.4921019700069444,-3.4921019700069444,-2.917494908058258,-0.5746070619486867,0.5498272363297317,0.009519622200604233,0.0332,0.0408,0.0021,0.007600000000000003,0.005400000000000002,0.0014000000000000002,-3.4921019700069444,0.05069933333333333
1963-09-01,-3.479498232075913,-3.479498232075913,-2.8962467223391855,-0.5832515097367277,0.547223624776539,0.010313262047910655,0.0338,0.041,0.0004,0.007200000000000005,0.005299999999999999,-0.0027,-3.479498232075913,-0.013218666666666667
1963-10-01,-3.5007064740189913,-3.5007064740189913,-2.9229183999130286,-0.5777880741059628,0.5309640771685447,0.010279966125778554,0.0345,0.0415,-0.0026,0.006999999999999999,0.0051,0.0075,-3.5007064740189913,0.03195
1963-11-01,-3.4797148977131207,-3.4797148977131207,-2.9073108119530877,-0.5724040857600331,0.5342962212865746,0.006012545241775674,0.0352,0.0414,0.0051,0.006199999999999997,0.0051,-0.0036000000000000003,-3.4797148977131207,-0.007420333333333333
1963-12-01,-3.493579301687392,-3.493579301687392,-2.9264728420228114,-0.5671064596645803,0.5255914542237368,0.008954678058576894,0.0352,0.0417,-0.0006,0.006499999999999999,0.0049999999999999975,-0.0028,-3.493579301687392,0.02313166666666667
1964-01-01,-3.5128645197546557,-3.5128645197546557,-2.939863920745471,-0.573000599009185,0.510606870909415,0.014293523780457675,0.0352,0.0421,-0.0014,0.006899999999999996,0.004400000000000008,0.0101,-3.5128645197546557,0.024457666666666666
1964-02-01,-3.515453386256971,-3.515453386256971,-2.936670644841889,-0.5787827414150815,0.5011622965980953,0.017407873470448847,0.0353,0.0424,-0.0011,0.007100000000000002,0.004700000000000003,0.006500000000000001,-3.515453386256971,0.014073333333333332
1964-03-01,-3.523326388280894,-3.523326388280894,-2.9388834093218383,-0.5844429789590556,0.5236754417243542,0.017783195536156392,0.0354,0.0424,0.0037,0.006999999999999999,0.004500000000000004,-0.009899999999999999,-3.523326388280894,0.014282000000000001
1964-04-01,-3.5222564484310745,-3.5222564484310745,-2.933051757328266,-0.5892046911028086,0.5253031069230485,0.020767958181335002,0.0347,0.0423,0.0047,0.007599999999999996,0.00449999999999999,-0.0007000000000000001,-3.5222564484310745,0.0033003333333333326
1964-05-01,-3.5265693307869306,-3.5265693307869306,-2.9326879626309217,-0.5938813681560092,0.5190357804426246,0.02117927221474994,0.0348,0.0422,0.005,0.007400000000000004,0.004399999999999994,0.0007000000000000001,-3.5265693307869306,0.013915
1964-06-01,-3.5358311076703943,-3.5358311076703943,-2.937364053339379,-0.5984670543310151,0.5122068550811786,0.02050293936669868,0.0348,0.0419,0.0069,0.007100000000000002,0.004399999999999994,-0.0021000000000000003,-3.5358311076703943,0.015184
